customer_id,segment,first_purchase_date,last_purchase_date,signup_channel,region,age_band
102529,Regular,2023-01-08,2023-09-01,App,South,55+
102530,Regular,2023-03-10,2024-02-25,App,West,55+
102531,Regular,2023-04-14,2023-12-07,Web,North,18-24
102532,Regular,2023-01-16,2024-12-28,App,South,55+
102533,Value,2023-01-14,2024-06-14,Web,East,35-44
102534,Bargain,2023-12-20,2024-07-11,App,West,25-34
102535,Regular,2023-02-15,2024-08-27,App,West,45-54
102536,Regular,2023-03-05,2024-12-08,App,South,45-54
102537,Regular,2023-03-06,2024-10-13,Web,East,25-34
102538,Value,2023-01-03,2024-03-13,Web,South,18-24
102539,Regular,2023-04-10,2023-12-23,Web,West,25-34
102540,Regular,2023-01-28,2024-09-28,App,East,35-44
102541,Regular,2023-06-07,2024-12-02,App,East,25-34
102542,Regular,2023-03-12,2024-11-25,App,South,18-24
102543,Regular,2023-01-27,2024-10-31,Store,East,25-34
102544,Regular,2023-02-08,2024-12-28,App,West,18-24
102545,Regular,2023-01-28,2024-12-01,Web,West,25-34
102546,Bargain,2023-01-20,2024-11-14,Web,South,55+
102547,Value,2023-01-02,2023-11-28,App,North,25-34
102548,Regular,2023-01-06,2023-12-30,Web,East,35-44
102549,Regular,2023-01-09,2023-11-03,Store,South,35-44
102550,Regular,2023-05-08,2024-12-30,App,South,25-34
102551,Regular,2023-01-30,2024-10-21,App,North,35-44
102552,Regular,2023-02-10,2024-06-14,App,East,18-24
102553,Bargain,2023-08-14,2023-11-27,Web,West,35-44
102554,Regular,2023-01-07,2024-12-31,Web,East,55+
102555,Regular,2023-01-18,2024-12-19,Web,North,35-44
102556,Value,2023-02-22,2023-12-24,Web,South,25-34
102557,Regular,2023-01-31,2024-04-13,Store,West,25-34
102558,Regular,2023-01-26,2024-12-27,App,South,55+
102559,Value,2023-01-16,2024-11-25,App,South,25-34
102560,Regular,2023-03-11,2024-10-05,Web,North,25-34
102561,Regular,2023-01-29,2023-11-07,Web,South,18-24
102562,Regular,2023-03-21,2023-11-13,Web,West,45-54
102563,Regular,2023-03-03,2024-12-22,App,South,18-24
102564,Regular,2023-02-05,2024-04-14,App,East,45-54
102565,Regular,2023-03-18,2024-09-25,App,North,55+
102566,Value,2023-01-17,2024-06-01,App,South,45-54
102567,Value,2023-01-06,2024-12-12,App,East,45-54
102568,Regular,2023-05-24,2024-09-14,Web,East,25-34
102569,Bargain,2023-01-16,2024-12-01,Web,West,55+
102570,Value,2023-01-28,2024-12-27,Web,East,45-54
102571,Regular,2023-05-26,2024-12-27,App,North,45-54
102572,Regular,2023-01-13,2024-03-03,App,South,25-34
102573,Bargain,2023-09-20,2024-12-24,Store,North,25-34
102574,Regular,2023-02-26,2024-09-29,App,West,45-54
102575,Regular,2023-01-20,2024-12-25,Web,South,18-24
102576,Regular,2023-02-02,2024-06-14,Web,West,45-54
102577,Bargain,2023-06-25,2024-02-13,Web,West,35-44
102578,Value,2023-02-10,2023-11-29,App,North,25-34
102579,Bargain,2023-04-02,2024-12-01,App,West,18-24
102580,Value,2023-01-05,2024-02-03,Store,North,35-44
102581,Bargain,2023-06-20,2024-08-21,Web,West,18-24
102582,Value,2023-01-04,2024-01-30,Store,North,25-34
102583,Value,2023-01-16,2024-11-25,Web,South,18-24
102584,Value,2023-02-03,2024-12-18,App,East,18-24
102585,Regular,2023-02-02,2024-12-24,Store,East,18-24
102586,Regular,2023-02-08,2024-06-25,Web,West,45-54
102587,Value,2023-01-01,2024-12-13,App,North,18-24
102588,Regular,2023-01-04,2024-08-07,App,North,55+
102589,Regular,2023-03-31,2024-11-12,App,East,25-34
102590,Regular,2023-01-10,2024-12-05,App,North,55+
102591,Bargain,2023-02-27,2024-11-20,App,South,35-44
102592,Regular,2023-01-01,2024-10-25,App,South,35-44
102593,Value,2023-01-03,2024-12-27,App,East,25-34
102594,Regular,2023-04-22,2024-12-14,App,East,55+
102595,Bargain,2023-01-27,2024-12-21,App,South,35-44
102596,Value,2023-01-22,2024-12-14,Web,South,25-34
102597,Regular,2023-03-17,2024-09-17,Store,East,35-44
102598,Bargain,2023-03-09,2024-06-20,Web,West,35-44
102599,Bargain,2023-01-21,2024-09-05,App,West,35-44
102600,Regular,2023-01-02,2024-11-03,App,West,55+
102601,Regular,2023-01-28,2024-12-05,Web,South,45-54
102602,Regular,2023-04-03,2024-12-30,Web,East,18-24
102603,Regular,2023-02-02,2024-11-28,App,West,35-44
102604,Value,2023-02-03,2024-12-31,Store,East,35-44
102605,Value,2023-02-19,2024-12-20,Web,North,35-44
102606,Regular,2023-01-10,2024-12-04,Store,East,35-44
102607,Regular,2023-02-11,2024-07-19,Web,North,45-54
102608,Regular,2023-02-06,2023-12-04,App,West,18-24
102609,Regular,2023-01-20,2024-12-17,App,West,18-24
102610,Bargain,2023-05-14,2024-10-29,Web,West,18-24
102611,Bargain,2023-02-01,2024-11-26,App,East,35-44
102612,Regular,2023-01-05,2024-12-01,App,North,35-44
102613,Regular,2023-01-21,2024-11-06,Store,West,25-34
102614,Regular,2023-05-28,2024-12-26,Store,East,35-44
102615,Regular,2023-02-04,2024-10-14,Web,East,35-44
102616,Value,2023-01-03,2024-06-16,Web,North,25-34
102617,Bargain,2023-04-17,2024-12-28,App,East,25-34
102618,Bargain,2023-02-19,2024-12-15,Store,East,25-34
102619,Bargain,2023-04-17,2024-11-21,App,North,35-44
102620,Bargain,2023-01-23,2024-12-11,Web,South,18-24
102621,Bargain,2023-02-05,2024-09-02,Web,South,25-34
102622,Regular,2023-01-08,2023-09-10,Store,East,55+
102623,Bargain,2023-05-05,2024-06-17,App,North,25-34
102624,Regular,2023-05-05,2024-11-19,App,South,45-54
102625,Regular,2023-01-23,2024-06-21,Web,West,25-34
102626,Regular,2023-01-20,2024-09-01,Web,North,25-34
102627,Regular,2023-07-17,2024-12-02,Web,South,35-44
102628,Regular,2023-02-20,2024-10-08,Web,North,35-44
102629,Regular,2023-02-17,2024-12-19,Web,South,55+
102630,Value,2023-01-02,2024-10-17,Web,South,45-54
102631,Regular,2023-02-06,2024-11-23,Web,East,45-54
102632,Bargain,2023-01-06,2024-09-03,Web,South,25-34
102633,Regular,2023-02-10,2024-08-08,Web,East,45-54
102634,Regular,2023-01-08,2023-10-15,Store,South,45-54
102635,Regular,2023-03-13,2023-10-02,App,East,35-44
102636,Regular,2023-01-09,2024-10-19,Store,North,25-34
102637,Regular,2023-01-19,2024-10-02,Store,West,18-24
102638,Bargain,2023-02-07,2024-12-11,App,West,18-24
102639,Value,2023-05-04,2024-11-30,App,East,18-24
102640,Regular,2023-01-02,2024-05-09,Web,South,45-54
102641,Regular,2023-01-06,2024-11-20,App,South,25-34
102642,Regular,2023-01-30,2024-04-11,Store,West,18-24
102643,Bargain,2023-02-01,2024-05-24,App,South,55+
102644,Regular,2023-02-20,2024-11-19,Web,North,55+
102645,Bargain,2023-04-14,2024-05-18,App,North,35-44
102646,Regular,2023-01-07,2024-02-13,App,South,18-24
102647,Regular,2023-01-07,2024-11-14,Web,North,25-34
102648,Regular,2023-04-30,2024-07-26,Web,West,25-34
102649,Bargain,2023-02-15,2024-12-21,Web,East,35-44
102650,Bargain,2023-03-13,2024-12-07,Store,West,35-44
102651,Regular,2023-04-23,2024-03-13,App,North,45-54
102652,Bargain,2023-01-11,2024-08-05,App,West,25-34
102653,Regular,2023-01-28,2024-07-20,App,West,25-34
102654,Regular,2023-01-25,2024-04-21,App,South,25-34
102655,Bargain,2023-01-01,2024-12-03,Web,North,35-44
102656,Regular,2023-01-26,2024-10-01,Web,South,45-54
102657,Regular,2023-01-05,2024-12-18,Web,North,35-44
102658,Value,2023-01-13,2024-11-14,Web,West,35-44
102659,Regular,2023-04-20,2024-12-07,App,West,18-24
102660,Bargain,2023-02-17,2024-11-18,App,West,25-34
102661,Regular,2023-01-23,2024-09-28,Web,East,25-34
102662,Regular,2023-01-09,2024-12-28,Web,North,25-34
102663,Regular,2023-04-09,2024-11-28,App,East,18-24
102664,Regular,2023-03-14,2024-01-19,Web,South,25-34
102665,Bargain,2023-01-19,2024-10-26,App,East,35-44
102666,Bargain,2023-01-24,2024-08-22,Web,South,35-44
102667,Value,2023-01-11,2024-12-31,App,West,25-34
102668,Regular,2023-01-16,2024-11-22,Web,North,55+
102669,Regular,2023-02-23,2024-12-09,Web,East,55+
102670,Regular,2023-01-18,2024-08-17,Web,South,25-34
102671,Regular,2023-02-24,2023-10-14,App,West,25-34
102672,Regular,2023-03-10,2024-11-03,App,North,18-24
102673,Regular,2023-01-31,2024-12-29,Store,East,35-44
102674,Regular,2023-01-16,2024-12-27,App,North,25-34
102675,Regular,2023-03-17,2024-11-28,Web,West,25-34
102676,Regular,2023-02-19,2024-04-27,App,East,45-54
102677,Bargain,2023-01-25,2024-10-31,Store,South,35-44
102678,Regular,2023-04-06,2024-10-18,App,East,18-24
102679,Regular,2023-01-17,2024-12-11,Store,East,35-44
102680,Bargain,2023-06-08,2024-12-05,App,North,45-54
102681,Bargain,2023-01-07,2024-12-15,Web,East,55+
102682,Value,2023-02-03,2024-12-11,App,East,25-34
102683,Regular,2023-01-24,2024-12-30,Web,South,25-34
102684,Regular,2023-01-08,2023-10-11,Store,North,45-54
102685,Regular,2023-01-20,2024-12-28,App,East,35-44
102686,Regular,2023-02-18,2024-09-14,App,North,18-24
102687,Regular,2023-01-05,2024-12-18,Web,West,55+
102688,Regular,2023-04-07,2024-12-14,App,North,25-34
102689,Regular,2023-01-05,2024-12-22,Web,West,45-54
102690,Bargain,2023-02-04,2024-08-01,Web,North,35-44
102691,Regular,2023-01-30,2024-09-24,App,East,35-44
102692,Bargain,2023-01-29,2024-11-07,Web,South,25-34
102693,Bargain,2023-01-08,2024-08-29,App,West,35-44
102694,Bargain,2023-01-16,2023-10-05,App,West,35-44
102695,Value,2023-02-07,2024-12-21,App,East,25-34
102696,Bargain,2023-01-15,2024-04-09,App,South,25-34
102697,Value,2023-01-15,2024-11-24,Store,South,18-24
102698,Regular,2023-01-10,2024-01-05,Web,East,55+
102699,Bargain,2023-04-25,2024-05-17,Web,North,25-34
102700,Regular,2023-02-19,2023-11-11,App,North,18-24
102701,Regular,2023-01-09,2024-11-20,App,East,25-34
102702,Regular,2023-04-29,2024-10-24,App,South,35-44
102703,Bargain,2023-11-04,2024-12-27,App,South,25-34
102704,Regular,2023-02-09,2024-12-28,App,North,25-34
102705,Regular,2023-01-07,2024-11-13,Web,East,45-54
102706,Bargain,2023-01-10,2023-11-11,Store,East,45-54
102707,Regular,2023-03-07,2024-10-13,App,East,18-24
102708,Value,2023-01-07,2024-12-18,App,South,18-24
102709,Regular,2023-01-14,2024-11-06,Web,West,55+
102710,Bargain,2023-04-07,2024-11-13,Web,West,55+
102711,Regular,2023-03-03,2024-09-20,App,South,18-24
102712,Regular,2023-03-14,2024-11-21,App,East,25-34
102713,Value,2023-02-11,2024-05-22,Web,North,18-24
102714,Bargain,2023-01-31,2024-05-09,Web,North,18-24
102715,Regular,2023-01-26,2024-08-19,Web,West,35-44
102716,Regular,2023-01-14,2024-09-27,Web,North,55+
102717,Bargain,2023-06-09,2024-10-23,App,South,18-24
102718,Value,2023-01-25,2024-12-05,Web,West,45-54
102719,Regular,2023-07-21,2024-11-24,Web,West,18-24
102720,Regular,2023-04-30,2024-10-24,Web,East,55+
102721,Bargain,2023-01-15,2024-10-21,App,North,25-34
102722,Regular,2023-07-13,2024-08-09,App,South,35-44
102723,Regular,2023-04-14,2024-07-14,Store,South,45-54
102724,Value,2023-01-17,2024-12-18,App,West,35-44
102725,Regular,2023-02-03,2024-12-20,App,North,18-24
102726,Regular,2023-01-21,2023-12-01,Web,East,25-34
102727,Value,2023-01-04,2024-02-11,Store,East,18-24
102728,Regular,2023-01-14,2024-12-11,App,West,35-44
102729,Bargain,2023-02-11,2024-07-07,Store,South,45-54
102730,Value,2023-01-11,2024-12-18,Web,North,45-54
102731,Regular,2023-02-18,2024-11-20,Web,North,35-44
102732,Regular,2023-02-20,2024-05-17,Web,North,25-34
102733,Regular,2023-01-15,2023-10-10,Web,East,35-44
102734,Regular,2023-01-01,2024-12-03,Web,East,25-34
102735,Regular,2023-01-16,2024-09-29,Store,West,35-44
102736,Value,2023-01-12,2024-12-21,App,East,35-44
102737,Regular,2023-01-22,2024-12-11,Web,South,18-24
102738,Regular,2023-01-08,2024-06-16,App,East,45-54
102739,Regular,2023-02-16,2024-12-23,Web,East,35-44
102740,Value,2023-01-17,2024-12-02,App,West,18-24
102741,Bargain,2023-01-21,2024-11-02,Web,South,45-54
102742,Value,2023-01-10,2024-12-18,App,North,45-54
102743,Regular,2023-02-03,2024-11-13,App,West,25-34
102744,Regular,2023-02-03,2024-11-23,App,North,18-24
102745,Regular,2023-04-11,2024-10-23,App,North,18-24
102746,Regular,2023-05-06,2024-10-31,Web,East,18-24
102747,Value,2023-01-02,2024-12-31,Web,West,18-24
102748,Regular,2023-01-19,2024-08-29,Web,East,45-54
102749,Value,2023-02-13,2024-11-14,App,North,25-34
102750,Regular,2023-01-07,2024-07-25,Web,North,35-44
102751,Regular,2023-03-19,2023-05-14,Web,East,25-34
102752,Bargain,2023-01-03,2024-11-27,Web,East,25-34
102753,Value,2023-01-02,2024-12-07,App,East,35-44
102754,Bargain,2023-08-07,2024-12-29,Web,South,18-24
102755,Regular,2023-01-15,2024-12-23,Web,South,25-34
102756,Bargain,2023-02-18,2023-08-06,App,North,35-44
102757,Regular,2023-09-16,2023-12-30,App,North,35-44
102758,Regular,2023-07-24,2023-11-03,Web,West,18-24
102759,Regular,2023-02-05,2024-12-06,App,East,25-34
102760,Regular,2023-04-03,2024-12-11,Web,East,18-24
102761,Bargain,2023-01-24,2024-12-01,App,West,45-54
102762,Value,2023-01-21,2024-05-15,App,North,45-54
102763,Regular,2023-01-30,2023-11-30,Web,North,35-44
102764,Value,2023-02-10,2024-11-10,Web,South,18-24
102765,Bargain,2023-01-14,2024-04-04,Store,West,25-34
102766,Regular,2023-01-12,2024-08-14,App,East,18-24
102767,Regular,2023-01-14,2024-12-16,Web,South,18-24
102768,Bargain,2023-01-09,2024-10-15,App,North,25-34
102769,Bargain,2023-01-05,2024-08-29,App,West,45-54
102770,Value,2023-01-01,2024-09-15,Web,West,35-44
102771,Regular,2023-03-07,2024-01-24,Web,East,35-44
102772,Bargain,2023-02-05,2023-12-31,App,South,55+
102773,Value,2023-01-09,2024-11-27,App,South,25-34
102774,Regular,2023-08-11,2024-09-17,Store,East,18-24
102775,Regular,2023-01-16,2024-09-13,App,West,45-54
102776,Regular,2023-01-28,2024-07-05,Store,East,18-24
102777,Regular,2023-02-07,2024-11-24,Web,South,18-24
102778,Regular,2023-01-04,2024-03-30,Web,North,45-54
102779,Value,2023-01-03,2024-12-03,App,East,35-44
102780,Value,2023-01-30,2024-12-30,Web,South,18-24
102781,Value,2023-02-01,2024-02-13,Web,North,18-24
102782,Regular,2023-01-26,2024-12-24,App,South,25-34
102783,Regular,2023-01-13,2024-05-05,Web,East,18-24
102784,Regular,2023-01-25,2024-05-28,App,West,18-24
102785,Regular,2023-01-24,2024-12-28,App,West,35-44
102786,Regular,2023-01-11,2024-12-23,Store,South,25-34
102787,Regular,2023-03-05,2024-12-10,Web,West,35-44
102788,Bargain,2023-01-15,2024-10-26,Web,East,25-34
102789,Regular,2023-03-28,2024-10-02,App,East,35-44
102790,Bargain,2023-01-01,2024-09-15,Web,West,18-24
102791,Value,2023-01-23,2024-11-19,Store,West,25-34
102792,Regular,2023-02-05,2024-11-21,Store,East,18-24
102793,Bargain,2023-03-12,2024-10-06,Web,South,55+
102794,Bargain,2023-04-03,2024-12-06,Web,West,35-44
102795,Regular,2023-03-15,2024-12-16,Web,West,18-24
102796,Regular,2023-02-05,2024-04-12,App,South,35-44
102797,Regular,2023-01-05,2024-12-16,Store,West,45-54
102798,Regular,2023-01-02,2024-06-18,Web,North,18-24
102799,Regular,2023-01-23,2024-12-17,App,North,25-34
102800,Bargain,2023-04-03,2024-12-09,App,South,35-44
102801,Regular,2023-01-04,2024-11-13,Web,East,55+
102802,Value,2023-02-21,2024-11-11,App,South,45-54
102803,Regular,2023-02-13,2024-10-06,App,South,35-44
102804,Value,2023-02-17,2024-07-30,Web,East,35-44
102805,Regular,2023-04-10,2024-10-25,App,West,55+
102806,Regular,2023-02-23,2024-11-01,App,North,25-34
102807,Regular,2023-03-22,2023-12-07,App,North,45-54
102808,Value,2023-01-16,2024-12-21,App,North,45-54
102809,Value,2023-01-11,2024-07-05,App,East,18-24
102810,Value,2023-01-17,2024-11-27,App,South,45-54
102811,Bargain,2023-07-29,2024-10-28,App,East,18-24
102812,Regular,2023-02-18,2024-11-22,App,North,18-24
102813,Value,2023-01-11,2024-07-22,Store,North,35-44
102814,Value,2023-01-23,2024-12-27,App,West,45-54
102815,Regular,2023-02-15,2024-01-29,App,West,35-44
102816,Regular,2023-01-24,2024-10-14,App,South,18-24
102817,Regular,2023-04-23,2024-12-08,App,North,45-54
102818,Regular,2023-01-14,2024-12-29,App,South,25-34
102819,Bargain,2023-04-28,2024-09-20,App,West,35-44
102820,Regular,2023-04-21,2024-12-21,Web,West,25-34
102821,Regular,2023-01-20,2024-10-30,App,South,25-34
102822,Value,2023-02-18,2024-01-11,App,North,35-44
102823,Bargain,2023-01-04,2023-11-21,App,North,18-24
102824,Bargain,2023-02-03,2024-12-24,App,North,45-54
102825,Regular,2023-01-03,2024-09-30,App,South,25-34
102826,Regular,2023-01-17,2024-12-25,App,North,45-54
102827,Regular,2023-01-11,2024-05-27,Store,West,35-44
102828,Bargain,2023-01-04,2024-12-27,Store,North,18-24
102829,Regular,2023-01-21,2024-12-01,App,South,55+
102830,Regular,2023-04-23,2024-11-17,Web,North,35-44
102831,Regular,2023-04-09,2024-12-24,Web,North,25-34
102832,Regular,2023-01-14,2024-06-03,App,East,25-34
102833,Bargain,2023-01-06,2024-12-26,Web,South,35-44
102834,Regular,2023-01-14,2024-11-20,Web,West,25-34
102835,Regular,2023-01-22,2024-05-26,App,South,18-24
102836,Regular,2023-01-06,2024-08-02,Web,East,18-24
102837,Regular,2023-02-11,2024-12-24,App,North,45-54
102838,Regular,2023-03-07,2024-11-11,Web,North,25-34
102839,Value,2023-01-03,2024-11-21,Web,East,25-34
102840,Regular,2023-01-19,2024-10-31,App,North,18-24
102841,Regular,2023-01-03,2024-06-24,App,South,18-24
102842,Regular,2023-05-09,2024-08-21,Web,West,25-34
102843,Regular,2023-01-09,2024-11-30,Web,North,35-44
102844,Regular,2023-03-14,2024-06-11,App,South,35-44
102845,Regular,2023-03-03,2024-04-17,App,East,35-44
102846,Regular,2023-01-15,2024-12-26,App,West,25-34
102847,Value,2023-01-13,2023-12-09,App,West,35-44
102848,Regular,2023-03-15,2024-09-27,App,North,35-44
102849,Regular,2023-02-04,2024-11-09,App,North,25-34
102850,Regular,2023-02-22,2024-11-24,Web,West,55+
102851,Regular,2023-02-28,2024-10-20,App,North,18-24
102852,Bargain,2023-01-24,2024-08-14,App,East,25-34
102853,Regular,2023-01-18,2024-12-26,App,East,25-34
102854,Regular,2023-03-04,2024-10-26,App,West,18-24
102855,Bargain,2023-06-16,2024-07-15,App,East,35-44
102856,Regular,2023-03-22,2024-01-01,App,North,25-34
102857,Regular,2023-01-27,2023-10-12,Web,West,35-44
102858,Regular,2023-01-25,2024-12-20,Web,North,25-34
102859,Regular,2023-01-01,2024-12-04,App,North,45-54
102860,Regular,2023-01-30,2024-12-24,App,North,55+
102861,Regular,2023-01-27,2023-10-30,Web,West,55+
102862,Regular,2023-01-05,2023-11-12,App,West,25-34
102863,Value,2023-01-20,2024-11-15,App,East,25-34
102864,Regular,2023-01-02,2024-12-01,Store,East,35-44
102865,Value,2023-01-04,2024-12-16,Store,West,18-24
102866,Regular,2023-01-24,2023-11-30,Store,South,18-24
102867,Regular,2023-01-30,2024-10-21,Web,East,55+
102868,Bargain,2023-01-18,2024-09-13,Store,North,18-24
102869,Value,2023-01-05,2024-11-12,Web,East,25-34
102870,Regular,2023-02-19,2024-07-02,App,South,55+
102871,Regular,2023-02-10,2024-06-09,App,East,25-34
102872,Value,2023-01-03,2024-04-03,App,South,25-34
102873,Regular,2023-01-24,2023-12-02,App,West,25-34
102874,Value,2023-01-09,2024-12-06,App,East,25-34
102875,Regular,2023-01-07,2023-12-28,App,North,55+
102876,Regular,2023-01-25,2024-12-29,App,East,25-34
102877,Regular,2023-03-22,2024-12-01,Web,North,35-44
102878,Regular,2023-02-21,2024-12-26,Store,East,25-34
102879,Value,2023-01-02,2024-12-16,App,East,35-44
102880,Value,2023-01-08,2024-03-12,App,North,35-44
102881,Value,2023-01-17,2024-02-21,Web,South,45-54
102882,Regular,2023-03-17,2023-08-30,App,West,18-24
102883,Regular,2023-01-17,2024-12-22,App,West,35-44
102884,Regular,2023-01-04,2024-06-24,App,West,25-34
102885,Regular,2023-02-12,2024-11-27,App,East,25-34
102886,Value,2023-01-04,2024-06-27,Web,South,55+
102887,Bargain,2023-06-26,2023-07-14,Web,South,35-44
102888,Value,2023-01-07,2024-11-20,Web,East,35-44
102889,Value,2023-01-14,2024-12-20,Web,North,35-44
102890,Value,2023-01-11,2024-11-23,Store,West,25-34
102891,Bargain,2023-01-09,2024-10-27,App,North,18-24
102892,Regular,2023-01-29,2023-11-12,App,West,18-24
102893,Regular,2023-01-22,2024-09-28,App,East,45-54
102894,Bargain,2023-05-13,2024-11-25,Web,East,18-24
102895,Value,2023-01-09,2024-12-19,Store,West,35-44
102896,Bargain,2023-02-27,2024-11-10,App,North,25-34
102897,Regular,2023-04-02,2024-08-15,Web,South,55+
102898,Regular,2023-06-05,2024-11-08,App,West,55+
102899,Regular,2023-02-21,2024-04-11,Web,West,18-24
102900,Regular,2023-03-03,2024-12-28,App,North,45-54
102901,Bargain,2023-02-23,2024-10-28,Web,South,35-44
102902,Value,2023-01-16,2024-12-15,App,South,25-34
102903,Bargain,2023-01-16,2024-12-08,Web,West,18-24
102904,Regular,2023-03-02,2024-12-02,Store,East,25-34
102905,Regular,2023-01-05,2024-03-25,Web,North,55+
102906,Bargain,2023-01-04,2024-09-16,Web,North,35-44
102907,Value,2023-01-12,2024-12-28,Store,East,25-34
102908,Bargain,2023-02-03,2024-10-26,Store,North,18-24
102909,Regular,2023-01-19,2024-11-15,Web,West,45-54
102910,Regular,2023-03-09,2024-12-11,App,North,25-34
102911,Value,2023-01-14,2023-09-21,App,North,25-34
102912,Regular,2023-01-21,2024-11-26,App,East,25-34
102913,Regular,2023-01-10,2024-12-31,Web,West,35-44
102914,Regular,2023-01-06,2024-10-27,Web,North,25-34
102915,Value,2023-01-09,2024-12-11,Web,North,25-34
102916,Regular,2023-02-18,2024-10-29,Web,East,18-24
102917,Bargain,2023-01-03,2024-08-28,App,South,45-54
102918,Value,2023-01-15,2024-12-30,Store,South,35-44
102919,Regular,2023-01-13,2024-11-03,Web,West,35-44
102920,Bargain,2023-04-17,2024-12-02,App,West,18-24
102921,Value,2023-02-04,2024-10-28,App,South,35-44
102922,Value,2023-01-06,2024-12-27,App,West,35-44
102923,Regular,2023-01-15,2024-11-30,App,South,25-34
102924,Value,2023-02-10,2024-12-30,App,East,35-44
102925,Regular,2023-02-28,2024-07-15,Web,North,25-34
102926,Regular,2023-01-22,2024-06-25,Web,East,25-34
102927,Regular,2023-04-19,2024-12-13,App,North,35-44
102928,Regular,2023-01-15,2024-07-24,App,South,25-34
102929,Regular,2023-05-23,2024-12-26,Web,West,25-34
102930,Regular,2023-01-31,2023-09-18,App,North,35-44
102931,Regular,2023-03-21,2024-12-26,App,South,45-54
102932,Regular,2023-01-17,2024-09-09,App,West,35-44
102933,Bargain,2023-05-10,2024-02-17,Web,South,35-44
102934,Regular,2023-03-27,2024-12-26,App,West,18-24
102935,Regular,2023-01-05,2024-03-02,App,West,18-24
102936,Regular,2023-04-08,2023-11-05,App,East,25-34
102937,Value,2023-01-25,2024-09-05,Web,South,55+
102938,Regular,2023-02-19,2024-01-29,Web,North,45-54
102939,Value,2023-01-03,2024-12-30,Web,South,55+
102940,Bargain,2023-01-23,2024-02-16,Web,North,25-34
102941,Regular,2023-04-30,2024-12-26,App,West,55+
102942,Bargain,2023-01-12,2024-08-30,App,North,25-34
102943,Value,2023-01-04,2024-10-27,App,West,55+
102944,Regular,2023-01-20,2024-11-17,App,North,45-54
102945,Regular,2023-01-24,2023-10-18,App,West,55+
102946,Regular,2023-01-12,2024-12-11,App,West,18-24
102947,Regular,2023-01-08,2024-12-24,Web,East,25-34
102948,Bargain,2023-02-01,2023-12-31,Web,East,55+
102949,Bargain,2023-02-07,2024-11-05,App,West,25-34
102950,Value,2023-01-05,2024-11-22,App,East,35-44
102951,Regular,2023-03-04,2024-12-24,App,West,25-34
102952,Value,2023-01-17,2024-11-29,Store,West,25-34
102953,Bargain,2023-02-28,2023-10-30,Web,North,25-34
102954,Regular,2023-01-15,2024-11-06,App,North,35-44
102955,Regular,2023-02-03,2024-08-31,App,East,45-54
102956,Value,2023-01-02,2024-12-31,App,South,45-54
102957,Value,2023-01-29,2024-10-01,App,South,25-34
102958,Regular,2023-01-22,2024-08-08,App,North,25-34
102959,Bargain,2023-02-10,2024-12-04,Web,South,55+
102960,Regular,2023-01-27,2024-05-16,App,West,18-24
102961,Bargain,2023-02-20,2024-01-23,Web,South,55+
102962,Value,2023-01-04,2024-12-29,Web,East,55+
102963,Regular,2023-01-19,2024-12-29,Web,North,25-34
102964,Regular,2023-01-17,2024-03-22,Web,North,55+
102965,Regular,2023-01-25,2024-09-08,App,North,18-24
102966,Regular,2023-01-19,2024-12-09,App,East,35-44
102967,Regular,2023-02-02,2024-12-29,Web,East,25-34
102968,Regular,2023-01-01,2024-07-27,App,South,35-44
102969,Value,2023-01-09,2024-02-01,App,West,45-54
102970,Regular,2023-01-21,2024-12-23,App,North,35-44
102971,Regular,2023-01-04,2024-04-13,App,West,35-44
102972,Value,2023-01-04,2024-12-29,App,East,18-24
102973,Bargain,2023-01-28,2024-06-19,App,West,35-44
102974,Regular,2023-01-16,2024-12-27,Store,North,35-44
102975,Bargain,2023-03-27,2024-12-17,App,South,45-54
102976,Regular,2023-01-27,2024-12-01,App,West,25-34
102977,Regular,2023-02-06,2024-12-15,Store,East,25-34
102978,Regular,2023-04-30,2024-09-28,App,South,25-34
102979,Bargain,2023-02-25,2024-04-04,Web,East,25-34
102980,Regular,2023-01-30,2024-09-22,App,West,55+
102981,Regular,2023-02-21,2024-12-11,App,West,25-34
102982,Value,2023-01-15,2024-11-11,App,East,25-34
102983,Regular,2023-02-23,2024-12-31,Web,South,45-54
102984,Value,2023-03-13,2024-12-29,App,West,45-54
102985,Regular,2023-01-05,2023-09-15,Web,South,55+
102986,Value,2023-01-07,2024-12-06,App,South,35-44
102987,Regular,2023-02-02,2024-10-03,Web,East,35-44
102988,Value,2023-01-28,2024-10-17,App,North,35-44
102989,Regular,2023-03-03,2024-12-06,App,West,25-34
102990,Regular,2023-01-01,2024-09-15,App,West,18-24
102991,Bargain,2023-06-15,2024-12-26,App,South,35-44
102992,Regular,2023-01-05,2024-11-22,Web,South,25-34
102993,Regular,2023-01-05,2024-09-29,App,North,25-34
102994,Regular,2023-05-22,2023-10-28,App,North,25-34
102995,Regular,2023-02-08,2024-09-13,App,North,55+
102996,Regular,2023-01-31,2023-12-12,App,South,35-44
102997,Regular,2023-02-18,2024-10-21,Web,South,18-24
102998,Bargain,2023-01-04,2024-03-31,App,South,35-44
102999,Value,2023-01-12,2024-11-18,Web,East,45-54
103000,Bargain,2023-03-20,2024-11-23,Web,South,25-34
103001,Regular,2023-02-24,2024-12-16,Web,North,45-54
103002,Regular,2023-02-26,2024-04-09,Web,West,18-24
103003,Regular,2023-02-17,2024-04-10,Web,West,25-34
