transaction_id,customer_id,order_date,gross_value,items,channel,category,discount_pct,region,payment_method,net_value,customer_segment
39837,102337,2024-10-08,94.79,6,Web,Beauty,16.95,South,Card,78.72,Regular
39838,102337,2024-11-16,44.44,4,App,Electronics,17.83,West,UPI,36.52,Regular
39839,102338,2023-03-05,52.66,3,Web,Grocery,8.01,South,Wallet,48.44,Regular
39840,102338,2023-06-01,143.92,3,Store,Sports,11.14,North,Card,127.89,Regular
39841,102338,2023-06-21,89.88,4,Web,Electronics,5.54,West,UPI,84.9,Regular
39842,102338,2023-07-25,90.1,5,Web,Beauty,1.41,North,COD,88.83,Regular
39843,102338,2023-09-22,73.52,2,Web,Fashion,9.56,East,Card,66.49,Regular
39844,102338,2023-12-14,37.37,2,App,Grocery,11.71,West,Wallet,33.0,Regular
39845,102338,2024-01-06,64.7,3,App,Electronics,21.85,West,COD,50.56,Regular
39846,102338,2024-01-06,28.78,4,Web,Sports,4.76,North,UPI,27.41,Regular
39847,102338,2024-01-19,359.96,2,App,Beauty,15.3,East,Card,304.87,Regular
39848,102338,2024-02-27,40.25,3,Web,Fashion,7.35,North,Wallet,37.29,Regular
39849,102338,2024-03-20,102.3,2,App,Grocery,8.44,South,Card,93.66,Regular
39850,102339,2023-01-24,68.34,5,Web,Grocery,0.16,West,UPI,68.23,Value
39851,102339,2023-01-28,159.83,5,App,Home,0.06,South,Card,159.74,Value
39852,102339,2023-02-04,110.09,5,Web,Sports,3.54,South,UPI,106.19,Value
39853,102339,2023-02-07,42.94,1,App,Home,4.85,South,Card,40.86,Value
39854,102339,2023-03-02,91.59,2,App,Fashion,5.3,East,UPI,86.73,Value
39855,102339,2023-04-17,128.13,2,Web,Sports,8.71,West,COD,116.97,Value
39856,102339,2023-05-12,37.32,4,Web,Home,9.34,East,UPI,33.84,Value
39857,102339,2023-05-27,36.45,4,App,Grocery,22.67,West,UPI,28.19,Value
39858,102339,2023-05-31,73.04,4,App,Grocery,7.86,South,UPI,67.3,Value
39859,102339,2023-06-22,90.33,1,App,Electronics,0.0,North,Wallet,90.33,Value
39860,102339,2023-06-25,108.61,1,Web,Home,8.98,East,Card,98.86,Value
39861,102339,2023-07-28,59.08,4,Web,Sports,5.0,East,UPI,56.13,Value
39862,102339,2023-08-30,89.39,5,Web,Grocery,7.04,North,Card,83.1,Value
39863,102339,2023-09-04,61.54,2,App,Grocery,0.0,North,Wallet,61.54,Value
39864,102339,2023-09-11,22.23,4,Web,Electronics,5.78,South,Card,20.95,Value
39865,102339,2023-09-17,59.38,2,App,Grocery,0.43,North,Card,59.12,Value
39866,102339,2023-10-09,149.42,3,Web,Home,6.05,North,Card,140.38,Value
39867,102339,2023-10-13,23.68,4,App,Electronics,5.14,West,UPI,22.46,Value
39868,102339,2023-11-09,201.77,3,App,Fashion,12.88,North,UPI,175.78,Value
39869,102339,2023-11-21,69.09,3,App,Beauty,0.5,North,UPI,68.75,Value
39870,102339,2023-12-11,86.18,5,Store,Fashion,6.2,North,Card,80.84,Value
39871,102339,2024-02-04,170.85,5,Web,Fashion,0.01,North,Card,170.83,Value
39872,102339,2024-03-17,111.9,5,Web,Electronics,4.99,South,Card,106.32,Value
39873,102339,2024-03-20,98.57,3,App,Electronics,0.0,West,Wallet,98.57,Value
39874,102339,2024-04-23,90.49,1,Web,Fashion,16.91,East,UPI,75.18,Value
39875,102339,2024-05-26,68.66,4,Web,Grocery,7.43,South,Wallet,63.56,Value
39876,102339,2024-07-30,48.59,1,Web,Home,0.0,South,COD,48.59,Value
39877,102339,2024-08-11,73.87,3,App,Home,0.0,West,Card,73.87,Value
39878,102339,2024-09-12,83.72,2,Store,Home,10.38,North,Card,75.03,Value
39879,102339,2024-10-24,79.53,3,App,Sports,12.6,West,UPI,69.51,Value
39880,102339,2024-11-08,134.38,3,Web,Grocery,0.0,West,Wallet,134.38,Value
39881,102340,2023-02-23,49.02,5,Store,Electronics,6.99,West,Card,45.6,Value
39882,102340,2023-03-27,78.66,5,App,Home,0.0,North,Card,78.66,Value
39883,102340,2023-04-06,69.52,6,Web,Fashion,0.0,South,COD,69.52,Value
39884,102340,2023-05-04,102.46,3,Web,Sports,10.5,East,Wallet,91.7,Value
39885,102340,2023-05-21,79.71,3,Web,Beauty,9.17,South,Card,72.4,Value
39886,102340,2023-07-22,89.55,3,App,Fashion,0.0,South,Wallet,89.55,Value
39887,102340,2023-08-02,67.41,4,Web,Home,15.97,West,Card,56.65,Value
39888,102340,2023-09-28,181.88,4,App,Beauty,4.32,North,UPI,174.02,Value
39889,102340,2023-10-23,55.89,3,Web,Fashion,2.87,East,UPI,54.28,Value
39890,102340,2023-10-28,51.24,2,App,Fashion,6.1,West,Card,48.12,Value
39891,102340,2023-10-30,64.11,4,Store,Sports,2.37,South,Card,62.59,Value
39892,102340,2023-11-23,53.46,1,Web,Electronics,17.97,North,Card,43.85,Value
39893,102340,2023-11-25,133.42,2,App,Grocery,7.99,North,Card,122.76,Value
39894,102340,2023-12-29,92.51,2,App,Fashion,0.0,East,Card,92.51,Value
39895,102340,2023-12-30,93.64,2,Web,Home,11.91,North,Wallet,82.49,Value
39896,102340,2024-03-01,48.71,3,App,Fashion,9.94,North,UPI,43.87,Value
39897,102340,2024-03-14,78.91,3,Web,Home,0.0,North,UPI,78.91,Value
39898,102340,2024-04-13,41.57,5,App,Fashion,2.92,North,Card,40.36,Value
39899,102340,2024-04-17,46.86,5,App,Fashion,2.62,West,Card,45.63,Value
39900,102340,2024-04-18,83.06,1,Web,Fashion,5.26,East,Card,78.69,Value
39901,102340,2024-04-24,54.24,4,App,Beauty,2.76,West,Card,52.74,Value
39902,102340,2024-05-18,38.7,2,Web,Electronics,4.08,South,UPI,37.12,Value
39903,102340,2024-06-01,101.78,4,App,Beauty,2.44,North,Card,99.29,Value
39904,102340,2024-06-22,52.76,1,Web,Sports,5.2,East,Card,50.02,Value
39905,102340,2024-07-10,72.76,2,App,Home,6.9,South,Card,67.74,Value
39906,102340,2024-07-26,74.05,3,Web,Home,0.0,South,COD,74.05,Value
39907,102340,2024-08-13,112.42,4,Web,Fashion,11.35,South,UPI,99.66,Value
39908,102340,2024-08-20,91.85,4,App,Home,10.01,South,Card,82.66,Value
39909,102340,2024-08-29,62.09,4,App,Fashion,1.54,South,Card,61.13,Value
39910,102340,2024-09-02,174.43,6,App,Beauty,0.78,West,Card,173.08,Value
39911,102340,2024-10-11,41.5,4,App,Fashion,8.51,East,UPI,37.97,Value
39912,102340,2024-11-21,122.3,5,App,Sports,7.31,West,UPI,113.35,Value
39913,102340,2024-12-26,133.54,2,Web,Home,5.71,West,Card,125.92,Value
39914,102341,2023-01-02,42.06,4,Web,Fashion,13.01,East,UPI,36.58,Value
39915,102341,2023-01-26,44.93,2,App,Electronics,0.0,East,Card,44.93,Value
39916,102341,2023-03-02,74.61,5,Web,Fashion,0.0,South,Card,74.61,Value
39917,102341,2023-06-09,32.83,5,Web,Grocery,1.65,East,Card,32.29,Value
39918,102341,2023-06-11,29.87,5,App,Home,8.05,West,UPI,27.46,Value
39919,102341,2023-06-29,90.36,2,Web,Electronics,13.36,East,Wallet,78.29,Value
39920,102341,2023-07-05,76.32,7,App,Electronics,0.0,West,UPI,76.32,Value
39921,102341,2023-07-21,52.44,2,Web,Grocery,3.72,South,Wallet,50.49,Value
39922,102341,2023-09-18,64.88,6,Web,Fashion,4.47,East,Card,61.98,Value
39923,102341,2023-09-29,40.74,3,App,Grocery,8.77,West,Card,37.17,Value
39924,102341,2023-10-02,161.15,5,Web,Sports,8.7,West,Wallet,147.13,Value
39925,102341,2023-10-14,34.25,5,Web,Beauty,18.29,East,Card,27.99,Value
39926,102341,2023-11-06,126.43,2,App,Electronics,3.88,East,Wallet,121.52,Value
39927,102341,2023-11-08,69.02,4,App,Sports,4.8,East,UPI,65.71,Value
39928,102342,2023-05-11,64.86,7,App,Sports,7.52,North,Card,59.98,Regular
39929,102342,2023-06-09,100.21,4,App,Electronics,0.0,West,Card,100.21,Regular
39930,102342,2023-08-07,30.15,4,Store,Electronics,8.23,West,Card,27.67,Regular
39931,102342,2023-10-01,66.38,3,Web,Electronics,1.07,East,Card,65.68,Regular
39932,102342,2023-10-14,55.77,2,Web,Electronics,0.0,East,Card,55.77,Regular
39933,102342,2023-10-24,62.1,2,Web,Grocery,10.54,North,Wallet,55.55,Regular
39934,102342,2023-11-10,83.82,3,Store,Grocery,12.93,East,Card,72.98,Regular
39935,102342,2023-11-24,129.48,1,App,Fashion,11.86,South,Card,114.12,Regular
39936,102342,2023-12-07,45.22,3,Web,Home,12.36,East,Card,39.63,Regular
39937,102342,2024-02-09,83.7,3,Web,Electronics,14.14,East,Card,71.86,Regular
39938,102342,2024-06-19,51.98,6,App,Grocery,0.0,East,Wallet,51.98,Regular
39939,102342,2024-07-09,86.15,2,Web,Fashion,5.58,West,Card,81.34,Regular
39940,102342,2024-09-14,49.37,6,Web,Electronics,16.95,East,UPI,41.0,Regular
39941,102342,2024-09-20,20.95,2,App,Electronics,11.2,South,UPI,18.6,Regular
39942,102342,2024-09-21,53.29,1,Web,Grocery,5.48,West,Card,50.37,Regular
39943,102342,2024-12-30,32.5,3,Web,Fashion,9.35,South,UPI,29.46,Regular
39944,102343,2023-01-27,33.48,6,App,Sports,4.05,West,Card,32.12,Regular
39945,102343,2023-03-05,54.02,3,Store,Fashion,1.13,South,UPI,53.41,Regular
39946,102343,2023-05-03,74.8,4,Web,Grocery,5.87,West,Card,70.41,Regular
39947,102343,2023-05-24,108.03,2,App,Electronics,9.08,North,Card,98.22,Regular
39948,102343,2023-07-03,73.14,4,App,Home,4.62,East,UPI,69.76,Regular
39949,102343,2023-08-10,95.62,4,App,Fashion,4.09,North,Card,91.71,Regular
39950,102343,2023-09-10,36.78,2,Store,Beauty,10.65,South,COD,32.86,Regular
39951,102343,2023-09-23,27.63,3,App,Electronics,14.42,West,Card,23.65,Regular
39952,102343,2023-09-28,72.8,4,Web,Grocery,2.04,East,Wallet,71.32,Regular
39953,102343,2023-10-24,173.06,3,Web,Home,0.0,East,Card,173.06,Regular
39954,102343,2023-12-06,51.67,3,Web,Beauty,2.54,North,Card,50.35,Regular
39955,102343,2023-12-14,37.45,2,Web,Grocery,0.0,East,Card,37.45,Regular
39956,102343,2024-01-13,44.64,6,Web,Electronics,10.65,West,Wallet,39.89,Regular
39957,102343,2024-01-25,78.58,5,App,Grocery,0.0,North,COD,78.58,Regular
39958,102343,2024-03-20,132.67,4,Web,Sports,21.53,East,UPI,104.11,Regular
39959,102343,2024-04-10,47.12,3,App,Electronics,10.54,West,UPI,42.15,Regular
39960,102343,2024-05-01,21.92,1,App,Fashion,10.44,North,Card,19.63,Regular
39961,102343,2024-08-14,22.55,3,Web,Electronics,7.43,East,UPI,20.87,Regular
39962,102344,2023-02-19,49.43,4,Store,Grocery,6.76,North,UPI,46.09,Regular
39963,102344,2023-03-15,56.24,6,Web,Grocery,15.83,West,COD,47.33,Regular
39964,102344,2023-04-14,86.91,3,App,Fashion,16.85,South,COD,72.27,Regular
39965,102344,2023-05-14,29.82,3,App,Grocery,7.5,South,UPI,27.58,Regular
39966,102344,2023-06-21,42.03,5,App,Home,13.05,East,COD,36.54,Regular
39967,102344,2023-07-30,110.27,1,App,Fashion,4.06,South,UPI,105.79,Regular
39968,102344,2023-08-05,188.47,2,App,Sports,2.27,West,Card,184.19,Regular
39969,102344,2023-09-03,42.45,4,App,Electronics,14.2,North,Wallet,36.42,Regular
39970,102344,2023-10-11,150.17,1,App,Electronics,16.26,North,Wallet,125.75,Regular
39971,102344,2023-10-19,48.42,2,Web,Fashion,5.21,North,Card,45.9,Regular
39972,102344,2023-10-29,69.69,1,App,Sports,8.37,North,Card,63.86,Regular
39973,102344,2023-12-08,51.32,2,Web,Fashion,15.29,North,Card,43.47,Regular
39974,102344,2024-02-05,20.64,2,App,Electronics,2.82,North,Card,20.06,Regular
39975,102344,2024-02-08,105.44,2,Web,Grocery,9.84,East,COD,95.06,Regular
39976,102344,2024-03-21,52.49,3,App,Beauty,10.27,North,Wallet,47.1,Regular
39977,102344,2024-03-21,123.27,3,Web,Grocery,8.05,South,UPI,113.34,Regular
39978,102344,2024-04-02,34.77,2,Web,Fashion,12.73,North,Card,30.34,Regular
39979,102344,2024-05-20,67.27,2,Web,Fashion,12.91,West,Wallet,58.58,Regular
39980,102344,2024-08-17,67.51,5,App,Grocery,12.37,East,Wallet,59.15,Regular
39981,102345,2023-01-12,77.42,2,App,Grocery,8.63,West,Card,70.75,Value
39982,102345,2023-02-04,104.01,3,Web,Electronics,0.0,South,Card,104.01,Value
39983,102345,2023-02-20,116.76,3,App,Sports,7.93,East,COD,107.5,Value
39984,102345,2023-02-27,154.3,2,Store,Electronics,0.0,South,COD,154.3,Value
39985,102345,2023-03-06,55.5,1,Web,Electronics,1.04,East,Card,54.92,Value
39986,102345,2023-03-12,73.07,2,Store,Grocery,7.39,North,COD,67.67,Value
39987,102345,2023-03-21,77.86,3,Web,Electronics,0.61,South,UPI,77.38,Value
39988,102345,2023-05-13,35.78,5,Web,Electronics,6.27,West,COD,33.54,Value
39989,102345,2023-05-17,145.7,2,Web,Grocery,0.0,South,UPI,145.7,Value
39990,102345,2023-06-03,86.44,3,Store,Fashion,3.45,West,Card,83.46,Value
39991,102345,2023-06-17,56.38,2,App,Electronics,17.95,South,Card,46.25,Value
39992,102345,2023-07-04,83.15,5,Web,Beauty,1.32,North,COD,82.06,Value
39993,102345,2023-07-31,110.89,3,App,Grocery,16.05,West,Card,93.09,Value
39994,102345,2023-09-11,45.01,6,App,Electronics,0.0,East,Card,45.01,Value
39995,102345,2023-09-28,72.98,5,Store,Fashion,1.49,South,Card,71.89,Value
39996,102345,2023-10-06,46.61,1,Web,Grocery,6.63,South,UPI,43.53,Value
39997,102345,2023-11-01,112.88,3,Web,Sports,0.0,West,COD,112.88,Value
39998,102345,2024-01-10,39.56,2,Web,Electronics,6.64,North,Card,36.94,Value
39999,102345,2024-02-09,23.94,6,Store,Beauty,5.61,North,Card,22.6,Value
40000,102345,2024-03-13,27.74,3,Web,Grocery,13.98,East,UPI,23.86,Value
40001,102345,2024-04-06,111.26,2,App,Electronics,7.05,West,COD,103.42,Value
40002,102345,2024-04-15,170.24,4,Store,Sports,0.0,South,Card,170.24,Value
40003,102345,2024-06-23,68.41,5,Web,Home,4.59,North,Card,65.27,Value
40004,102345,2024-06-23,145.01,2,Web,Fashion,1.22,North,COD,143.23,Value
40005,102345,2024-07-09,80.52,3,App,Home,7.31,South,UPI,74.63,Value
40006,102345,2024-08-07,108.83,1,Web,Electronics,7.96,North,Card,100.17,Value
40007,102345,2024-08-07,39.08,3,App,Home,7.83,South,Card,36.02,Value
40008,102345,2024-08-27,75.46,1,Store,Sports,10.03,West,Card,67.89,Value
40009,102345,2024-09-03,43.84,2,Store,Electronics,0.0,North,Card,43.84,Value
40010,102345,2024-09-16,82.6,5,Web,Fashion,13.27,East,UPI,71.64,Value
40011,102345,2024-11-28,118.25,3,Web,Sports,0.0,West,Card,118.25,Value
40012,102345,2024-12-21,69.38,3,Web,Fashion,5.61,West,UPI,65.49,Value
40013,102345,2024-12-23,162.29,2,Web,Fashion,3.7,West,Card,156.29,Value
40014,102346,2023-03-21,101.99,3,Web,Grocery,14.07,North,Card,87.65,Bargain
40015,102346,2023-04-10,40.79,2,Store,Sports,4.13,South,Card,39.1,Bargain
40016,102346,2023-09-02,9.27,1,App,Electronics,6.41,South,Card,8.68,Bargain
40017,102346,2023-09-11,54.55,2,Store,Beauty,10.72,North,Card,48.7,Bargain
40018,102346,2023-09-14,36.51,3,Web,Grocery,6.2,East,Card,34.25,Bargain
40019,102346,2023-11-03,59.76,2,Web,Beauty,7.09,East,Card,55.52,Bargain
40020,102346,2024-01-04,30.6,1,Web,Home,19.42,South,COD,24.66,Bargain
40021,102346,2024-02-10,52.21,4,Web,Grocery,9.18,West,Card,47.42,Bargain
40022,102346,2024-04-18,41.07,2,Web,Home,10.39,West,Card,36.8,Bargain
40023,102346,2024-06-12,110.69,2,Web,Fashion,4.68,South,Card,105.51,Bargain
40024,102346,2024-08-25,24.42,3,Web,Sports,15.21,North,Wallet,20.71,Bargain
40025,102346,2024-11-13,51.88,4,App,Fashion,15.06,North,Card,44.07,Bargain
40026,102347,2023-01-19,21.49,2,App,Fashion,13.36,North,COD,18.62,Bargain
40027,102347,2023-03-27,42.73,1,App,Fashion,17.18,North,UPI,35.39,Bargain
40028,102347,2023-04-07,113.98,3,App,Beauty,1.89,South,UPI,111.83,Bargain
40029,102347,2023-08-21,24.89,3,Web,Fashion,10.87,East,Card,22.18,Bargain
40030,102347,2023-09-24,176.8,4,Web,Electronics,14.27,West,Card,151.57,Bargain
40031,102347,2023-11-21,48.39,5,App,Fashion,8.31,East,UPI,44.37,Bargain
40032,102347,2024-01-29,25.58,6,App,Beauty,8.61,South,UPI,23.37,Bargain
40033,102347,2024-02-14,46.99,1,App,Electronics,13.1,West,UPI,40.83,Bargain
40034,102347,2024-03-23,39.57,2,App,Fashion,1.12,West,Wallet,39.13,Bargain
40035,102347,2024-12-21,146.45,3,App,Fashion,4.55,South,Card,139.79,Bargain
40036,102348,2023-01-20,60.44,4,App,Beauty,0.0,North,UPI,60.44,Value
40037,102348,2023-01-31,70.91,1,Web,Grocery,0.0,East,Card,70.91,Value
40038,102348,2023-02-18,54.9,1,Web,Sports,12.66,North,Card,47.95,Value
40039,102348,2023-03-07,90.23,2,Web,Beauty,6.57,East,COD,84.3,Value
40040,102348,2023-03-09,69.05,4,Web,Electronics,0.45,West,UPI,68.74,Value
40041,102348,2023-04-06,99.83,2,App,Fashion,0.0,North,Card,99.83,Value
40042,102348,2023-05-08,89.35,5,Store,Sports,13.22,East,Card,77.54,Value
40043,102348,2023-05-20,59.74,3,Web,Electronics,0.17,North,UPI,59.63,Value
40044,102348,2023-05-28,104.71,3,Web,Fashion,8.03,East,Card,96.3,Value
40045,102348,2023-05-28,80.27,4,App,Home,8.57,South,UPI,73.39,Value
40046,102348,2023-06-07,89.01,6,Web,Grocery,0.0,North,UPI,89.01,Value
40047,102348,2023-06-16,12.99,3,Web,Fashion,0.0,West,Card,12.99,Value
40048,102348,2023-06-16,168.34,4,App,Home,1.75,South,Wallet,165.4,Value
40049,102348,2023-07-03,66.52,2,Web,Electronics,0.0,North,Card,66.52,Value
40050,102348,2023-07-20,75.61,4,Web,Grocery,10.22,East,Wallet,67.88,Value
40051,102348,2023-08-09,62.4,3,Store,Electronics,1.3,West,UPI,61.59,Value
40052,102348,2023-10-24,66.41,4,App,Home,7.88,South,Card,61.18,Value
40053,102348,2023-10-29,53.8,5,App,Grocery,6.81,South,Card,50.14,Value
40054,102348,2023-11-13,98.98,3,App,Electronics,11.81,South,Card,87.3,Value
40055,102348,2023-12-18,58.37,3,Web,Electronics,0.0,West,Card,58.37,Value
40056,102348,2023-12-24,60.03,4,Web,Electronics,13.24,North,Wallet,52.08,Value
40057,102348,2024-01-13,66.94,4,Web,Beauty,13.16,East,UPI,58.13,Value
40058,102348,2024-02-08,49.79,4,Web,Home,4.92,West,Card,47.34,Value
40059,102348,2024-02-16,60.65,1,Web,Beauty,4.37,East,Card,58.0,Value
40060,102348,2024-03-06,127.17,2,Web,Sports,5.12,North,Card,120.66,Value
40061,102348,2024-03-25,84.14,1,App,Fashion,4.04,South,Card,80.74,Value
40062,102348,2024-03-29,109.86,4,Store,Fashion,5.66,North,Wallet,103.65,Value
40063,102348,2024-04-10,83.6,7,App,Grocery,5.12,South,UPI,79.31,Value
40064,102348,2024-05-10,78.42,3,Web,Fashion,7.11,North,Card,72.85,Value
40065,102348,2024-06-16,78.65,2,Web,Fashion,2.12,East,Card,76.98,Value
40066,102348,2024-08-02,107.89,5,Web,Electronics,9.45,North,Wallet,97.7,Value
40067,102348,2024-09-13,46.69,3,App,Beauty,4.21,East,UPI,44.72,Value
40068,102348,2024-09-13,72.48,5,App,Beauty,14.62,East,UPI,61.88,Value
40069,102348,2024-09-14,134.01,1,Store,Home,5.08,West,COD,127.19,Value
40070,102349,2023-01-02,116.47,5,App,Home,11.16,South,UPI,103.47,Value
40071,102349,2023-01-07,50.38,4,Web,Home,0.0,East,Wallet,50.38,Value
40072,102349,2023-03-25,33.81,5,Store,Fashion,0.0,North,Card,33.81,Value
40073,102349,2023-04-02,45.93,4,App,Fashion,11.64,West,Card,40.58,Value
40074,102349,2023-04-11,70.75,1,App,Grocery,6.94,South,Card,65.84,Value
40075,102349,2023-04-16,131.11,4,Store,Beauty,8.51,North,COD,119.96,Value
40076,102349,2023-04-21,64.88,3,App,Grocery,4.54,East,Card,61.94,Value
40077,102349,2023-05-01,68.71,3,App,Fashion,3.49,West,Card,66.32,Value
40078,102349,2023-05-16,62.8,2,Web,Sports,0.37,West,UPI,62.57,Value
40079,102349,2023-05-18,91.34,2,App,Fashion,3.49,South,Card,88.16,Value
40080,102349,2023-06-01,150.06,3,Web,Fashion,4.11,West,Card,143.89,Value
40081,102349,2023-06-24,82.17,4,App,Electronics,14.5,South,Card,70.25,Value
40082,102349,2023-07-14,62.38,2,Store,Electronics,6.76,West,Card,58.16,Value
40083,102349,2023-08-03,237.29,3,App,Electronics,6.53,South,COD,221.8,Value
40084,102349,2023-09-30,55.62,2,App,Grocery,2.46,North,Card,54.25,Value
40085,102349,2024-03-14,49.78,4,App,Fashion,10.67,South,COD,44.47,Value
40086,102349,2024-03-16,40.05,1,Web,Grocery,7.22,South,UPI,37.16,Value
40087,102349,2024-04-19,98.26,4,App,Home,0.0,North,COD,98.26,Value
40088,102349,2024-05-20,94.62,1,App,Electronics,3.47,West,Card,91.34,Value
40089,102349,2024-06-14,105.07,3,Web,Fashion,2.82,North,Card,102.11,Value
40090,102350,2023-01-17,56.69,1,Web,Grocery,2.5,South,Card,55.27,Value
40091,102350,2023-02-17,76.48,1,App,Fashion,3.1,West,Card,74.11,Value
40092,102350,2023-04-18,74.34,2,App,Home,6.94,South,UPI,69.18,Value
40093,102350,2023-06-05,58.59,5,Web,Grocery,2.44,North,Card,57.16,Value
40094,102350,2023-06-17,227.03,3,Web,Fashion,15.82,East,UPI,191.12,Value
40095,102350,2023-07-19,104.4,5,App,Home,4.74,South,UPI,99.46,Value
40096,102350,2023-09-17,97.1,4,App,Grocery,2.08,North,UPI,95.08,Value
40097,102350,2023-09-18,80.54,1,App,Sports,5.66,South,Card,75.98,Value
40098,102350,2023-09-18,55.39,5,Web,Home,2.62,West,UPI,53.94,Value
40099,102350,2023-09-20,53.75,5,App,Grocery,6.33,North,Card,50.35,Value
40100,102350,2023-10-15,87.75,6,Web,Grocery,1.2,North,UPI,86.7,Value
40101,102350,2023-11-04,25.36,4,Web,Grocery,0.0,North,UPI,25.36,Value
40102,102350,2023-12-04,35.0,1,App,Fashion,5.84,South,COD,32.96,Value
40103,102350,2023-12-14,91.82,2,App,Electronics,0.0,North,UPI,91.82,Value
40104,102351,2023-01-08,31.96,6,App,Fashion,9.51,East,Card,28.92,Bargain
40105,102351,2023-07-09,49.73,2,Web,Fashion,7.15,East,Card,46.18,Bargain
40106,102351,2023-07-09,39.53,2,Web,Electronics,11.51,East,UPI,34.98,Bargain
40107,102351,2023-12-15,79.15,7,App,Electronics,7.38,West,Card,73.31,Bargain
40108,102351,2024-02-21,23.15,2,Web,Grocery,14.99,South,Card,19.68,Bargain
40109,102351,2024-04-24,40.21,3,App,Electronics,8.99,East,Card,36.59,Bargain
40110,102352,2023-01-14,45.64,6,Web,Grocery,14.27,West,Wallet,39.13,Regular
40111,102352,2023-01-29,22.36,3,Web,Grocery,26.18,North,Card,16.51,Regular
40112,102352,2023-03-04,37.6,4,App,Electronics,9.47,East,Card,34.04,Regular
40113,102352,2023-04-23,61.05,1,Web,Sports,10.0,North,Card,54.94,Regular
40114,102352,2023-05-01,41.18,4,App,Grocery,5.12,North,Card,39.07,Regular
40115,102352,2023-05-26,50.76,1,Web,Grocery,13.63,South,Wallet,43.84,Regular
40116,102352,2023-08-18,41.3,2,Web,Grocery,5.0,East,Card,39.23,Regular
40117,102352,2023-09-06,29.88,1,App,Grocery,14.18,South,Card,25.65,Regular
40118,102352,2023-12-19,58.04,2,Web,Fashion,6.18,West,Wallet,54.45,Regular
40119,102352,2024-01-15,28.66,2,Store,Home,23.59,North,Card,21.9,Regular
40120,102352,2024-06-15,118.26,6,App,Grocery,0.0,East,UPI,118.26,Regular
40121,102352,2024-06-22,128.05,2,App,Fashion,2.42,North,COD,124.95,Regular
40122,102352,2024-08-01,32.48,5,Store,Sports,6.61,East,UPI,30.34,Regular
40123,102352,2024-10-14,106.03,2,Store,Sports,4.31,East,Card,101.47,Regular
40124,102352,2024-10-27,39.46,5,App,Beauty,5.84,South,UPI,37.16,Regular
40125,102352,2024-11-08,59.64,4,App,Grocery,10.56,West,Wallet,53.34,Regular
40126,102352,2024-11-28,34.68,1,Store,Home,0.0,West,Card,34.68,Regular
40127,102353,2023-01-09,126.96,2,Web,Fashion,6.44,South,Wallet,118.79,Regular
40128,102353,2023-03-05,37.66,5,Web,Grocery,9.73,North,Card,34.0,Regular
40129,102353,2023-04-03,68.55,2,Web,Electronics,14.93,East,Wallet,58.31,Regular
40130,102353,2023-05-04,29.99,5,Web,Grocery,13.07,West,Card,26.07,Regular
40131,102353,2023-05-05,88.0,2,App,Electronics,16.36,South,COD,73.6,Regular
40132,102353,2023-06-01,52.49,3,App,Grocery,12.26,North,Card,46.05,Regular
40133,102353,2023-07-30,37.74,2,App,Grocery,8.94,North,COD,34.36,Regular
40134,102353,2023-08-11,75.27,2,App,Electronics,2.97,South,Card,73.04,Regular
40135,102353,2023-08-21,68.26,2,App,Electronics,0.0,North,UPI,68.26,Regular
40136,102353,2023-08-31,23.84,4,Store,Sports,9.25,West,Card,21.63,Regular
40137,102353,2024-02-15,196.03,3,App,Sports,0.0,South,Card,196.03,Regular
40138,102353,2024-04-15,45.06,3,Web,Grocery,10.15,South,UPI,40.49,Regular
40139,102353,2024-05-10,75.97,5,Web,Sports,14.38,South,Card,65.04,Regular
40140,102353,2024-05-26,47.05,1,Web,Fashion,2.45,West,Card,45.9,Regular
40141,102353,2024-10-16,64.35,5,Store,Grocery,9.65,East,Card,58.14,Regular
40142,102353,2024-10-27,19.73,3,App,Electronics,2.98,South,Card,19.15,Regular
40143,102354,2023-03-11,36.16,4,App,Electronics,9.16,East,COD,32.85,Regular
40144,102354,2023-06-15,43.65,2,App,Grocery,20.65,West,UPI,34.64,Regular
40145,102354,2023-09-01,43.93,3,Web,Electronics,2.27,North,Card,42.93,Regular
40146,102354,2023-09-22,57.22,4,App,Beauty,0.0,South,Card,57.22,Regular
40147,102354,2023-09-24,73.41,3,Web,Home,8.86,East,Card,66.9,Regular
40148,102354,2023-10-21,133.59,4,Web,Grocery,8.66,North,Card,122.03,Regular
40149,102354,2023-10-22,49.03,1,Web,Grocery,10.72,South,Card,43.77,Regular
40150,102354,2023-11-11,102.76,4,Web,Home,7.41,East,Card,95.14,Regular
40151,102354,2023-11-13,21.77,4,Web,Sports,12.03,North,Card,19.15,Regular
40152,102354,2023-11-27,16.71,1,Web,Grocery,0.0,South,Card,16.71,Regular
40153,102354,2024-01-06,144.75,4,Web,Fashion,3.41,East,Card,139.81,Regular
40154,102354,2024-02-29,56.14,2,Web,Home,7.91,West,UPI,51.69,Regular
40155,102354,2024-03-22,90.14,3,Web,Fashion,6.11,East,Card,84.64,Regular
40156,102354,2024-04-29,46.02,4,App,Beauty,11.44,West,Card,40.75,Regular
40157,102354,2024-06-01,58.44,1,App,Grocery,11.76,East,Card,51.57,Regular
40158,102354,2024-06-15,78.15,4,App,Grocery,0.0,West,Card,78.15,Regular
